CREATED LOG FILE
Missing pdb_file values:
Series([], )
Features to remove: ['DockQ', 'pdb_file', 'pdb_id']
Output path: /home/as4643/palmer_scratch/Protein-Decoy-Detection-SVR/predictions_capri_grid_search/100_0.001.csv
DONE PREDICTING
 MAE_Train  MSE_Train  R2_Train  MAE_Test  MSE_Test   R2_Test  Gamma     C
  0.219217   0.091489 -0.014464  0.229081  0.102646 -0.052859  100.0 0.001
                            pdb_file  actual_DockQ  prediction
 complex.0_16_7_corrected_H_0001_T30         0.893    0.159416
complex.0_17_15_corrected_H_0001_T30         0.917    0.152896
complex.0_17_39_corrected_H_0001_T30         0.929    0.160576
complex.0_18_11_corrected_H_0001_T30         0.910    0.159007
 complex.0_18_1_corrected_H_0001_T30         0.896    0.160628
complex.0_18_24_corrected_H_0001_T30         0.913    0.153423
 complex.0_18_2_corrected_H_0001_T30         0.901    0.160252
 complex.0_18_9_corrected_H_0001_T30         0.921    0.165450
 complex.0_1_21_corrected_H_0001_T30         0.051    0.138271
 complex.0_1_22_corrected_H_0001_T30         0.087    0.149579
 complex.0_1_25_corrected_H_0001_T30         0.055    0.108365
 complex.0_1_27_corrected_H_0001_T30         0.054    0.119395
 complex.0_1_36_corrected_H_0001_T30         0.060    0.161007
 complex.0_1_39_corrected_H_0001_T30         0.072    0.113905
 complex.0_1_48_corrected_H_0001_T30         0.060    0.127377
  complex.0_1_4_corrected_H_0001_T30         0.048    0.113110
 complex.0_2_15_corrected_H_0001_T30         0.074    0.110738
 complex.0_2_21_corrected_H_0001_T30         0.089    0.115506
 complex.0_2_26_corrected_H_0001_T30         0.110    0.111042
 complex.0_2_33_corrected_H_0001_T30         0.106    0.125720
 complex.0_2_38_corrected_H_0001_T30         0.118    0.156382
  complex.0_2_3_corrected_H_0001_T30         0.144    0.136739
 complex.0_3_14_corrected_H_0001_T30         0.156    0.160900
 complex.0_3_27_corrected_H_0001_T30         0.215    0.147101
 complex.0_3_37_corrected_H_0001_T30         0.123    0.138060
 complex.0_3_41_corrected_H_0001_T30         0.161    0.132421
 complex.0_3_42_corrected_H_0001_T30         0.102    0.113262
  complex.0_4_0_corrected_H_0001_T30         0.187    0.111312
 complex.0_4_11_corrected_H_0001_T30         0.209    0.158652
 complex.0_4_21_corrected_H_0001_T30         0.192    0.158445
 complex.0_4_31_corrected_H_0001_T30         0.212    0.166381
 complex.0_4_36_corrected_H_0001_T30         0.282    0.112230
 complex.0_4_37_corrected_H_0001_T30         0.257    0.150160
 complex.0_4_38_corrected_H_0001_T30         0.190    0.121349
 complex.0_4_46_corrected_H_0001_T30         0.163    0.113550
 complex.0_4_47_corrected_H_0001_T30         0.231    0.117432
 complex.0_4_48_corrected_H_0001_T30         0.229    0.111075
  complex.0_4_5_corrected_H_0001_T30         0.172    0.125045
  complex.0_4_7_corrected_H_0001_T30         0.205    0.125383
 complex.0_5_18_corrected_H_0001_T30         0.250    0.133375
 complex.0_5_24_corrected_H_0001_T30         0.256    0.112556
 complex.0_5_25_corrected_H_0001_T30         0.230    0.113156
 complex.0_5_44_corrected_H_0001_T30         0.329    0.218079
  complex.0_5_4_corrected_H_0001_T30         0.211    0.113027
  complex.0_5_8_corrected_H_0001_T30         0.338    0.115669
 complex.0_6_13_corrected_H_0001_T30         0.284    0.126970
 complex.0_6_18_corrected_H_0001_T30         0.243    0.151458
 complex.0_6_28_corrected_H_0001_T30         0.277    0.111752
 complex.0_6_34_corrected_H_0001_T30         0.253    0.160682
 complex.0_6_49_corrected_H_0001_T30         0.237    0.169304
  complex.0_6_5_corrected_H_0001_T30         0.351    0.114271
  complex.0_6_9_corrected_H_0001_T30         0.274    0.166266
 complex.0_7_11_corrected_H_0001_T30         0.338    0.150074
 complex.0_7_15_corrected_H_0001_T30         0.646    0.115562
 complex.0_7_23_corrected_H_0001_T30         0.320    0.126000
  complex.0_7_8_corrected_H_0001_T30         0.356    0.232728
  complex.0_7_9_corrected_H_0001_T30         0.384    0.142302
 complex.0_8_11_corrected_H_0001_T30         0.412    0.159724
 complex.0_8_19_corrected_H_0001_T30         0.417    0.171740
 complex.0_8_46_corrected_H_0001_T30         0.426    0.122563
 complex.0_8_47_corrected_H_0001_T30         0.398    0.130629
  complex.0_8_5_corrected_H_0001_T30         0.398    0.160180
 complex.0_9_10_corrected_H_0001_T30         0.763    0.129714
 complex.0_9_15_corrected_H_0001_T30         0.424    0.141671
 complex.0_9_19_corrected_H_0001_T30         0.795    0.159806
 complex.0_9_20_corrected_H_0001_T30         0.501    0.111698
 complex.0_9_33_corrected_H_0001_T30         0.457    0.120519
 complex.0_9_44_corrected_H_0001_T30         0.474    0.148458
 complex.0_9_45_corrected_H_0001_T30         0.551    0.155045
 complex.0_9_46_corrected_H_0001_T30         0.363    0.112972
 complex.1_0_11_corrected_H_0001_T30         0.019    0.117415
 complex.1_0_13_corrected_H_0001_T30         0.047    0.169632
 complex.1_0_21_corrected_H_0001_T30         0.040    0.141060
 complex.1_0_23_corrected_H_0001_T30         0.012    0.113869
 complex.1_0_27_corrected_H_0001_T30         0.044    0.118784
 complex.1_0_29_corrected_H_0001_T30         0.020    0.138171
  complex.1_0_6_corrected_H_0001_T30         0.029    0.110126
complex.1_10_17_corrected_H_0001_T30         0.570    0.166019
complex.1_10_32_corrected_H_0001_T30         0.605    0.164222
complex.1_10_33_corrected_H_0001_T30         0.743    0.124824
complex.1_10_35_corrected_H_0001_T30         0.813    0.130444
complex.1_10_36_corrected_H_0001_T30         0.901    0.161455
complex.1_10_43_corrected_H_0001_T30         0.452    0.165077
complex.1_10_45_corrected_H_0001_T30         0.624    0.171058
 complex.1_11_0_corrected_H_0001_T30         0.545    0.149248
complex.1_11_10_corrected_H_0001_T30         0.506    0.152691
complex.1_11_14_corrected_H_0001_T30         0.801    0.155809
complex.1_11_21_corrected_H_0001_T30         0.501    0.150241
 complex.1_11_8_corrected_H_0001_T30         0.414    0.155764
complex.1_12_19_corrected_H_0001_T30         0.771    0.156262
 complex.1_12_1_corrected_H_0001_T30         0.829    0.161955
 complex.1_12_2_corrected_H_0001_T30         0.792    0.135318
complex.1_12_47_corrected_H_0001_T30         0.853    0.158485
 complex.1_12_4_corrected_H_0001_T30         0.691    0.155211
complex.1_13_18_corrected_H_0001_T30         0.715    0.162493
complex.1_13_27_corrected_H_0001_T30         0.693    0.156742
complex.1_13_38_corrected_H_0001_T30         0.520    0.157358
 complex.1_13_5_corrected_H_0001_T30         0.859    0.183882
 complex.1_14_1_corrected_H_0001_T30         0.625    0.150560
complex.1_14_26_corrected_H_0001_T30         0.771    0.159823
 complex.1_14_2_corrected_H_0001_T30         0.774    0.150967
complex.1_14_32_corrected_H_0001_T30         0.802    0.153776
complex.1_14_45_corrected_H_0001_T30         0.838    0.153534
complex.1_14_48_corrected_H_0001_T30         0.852    0.158163
 complex.1_14_6_corrected_H_0001_T30         0.781    0.160977
complex.1_15_12_corrected_H_0001_T30         0.895    0.153261
complex.1_15_18_corrected_H_0001_T30         0.811    0.152485
complex.1_16_15_corrected_H_0001_T30         0.855    0.143816
complex.1_16_17_corrected_H_0001_T30         0.866    0.156812
complex.1_16_24_corrected_H_0001_T30         0.900    0.159041
complex.1_16_34_corrected_H_0001_T30         0.915    0.159683
complex.1_16_41_corrected_H_0001_T30         0.820    0.161057
complex.1_16_46_corrected_H_0001_T30         0.757    0.161764
complex.1_18_25_corrected_H_0001_T30         0.890    0.161425
 complex.1_18_4_corrected_H_0001_T30         0.913    0.161884
 complex.1_18_6_corrected_H_0001_T30         0.904    0.158482
 complex.1_1_38_corrected_H_0001_T30         0.054    0.107741
 complex.1_2_17_corrected_H_0001_T30         0.124    0.127017
 complex.1_2_24_corrected_H_0001_T30         0.095    0.114554
 complex.1_2_34_corrected_H_0001_T30         0.135    0.112087
  complex.1_2_5_corrected_H_0001_T30         0.108    0.168914
  complex.1_2_8_corrected_H_0001_T30         0.130    0.112119
 complex.1_3_11_corrected_H_0001_T30         0.159    0.138610
 complex.1_3_26_corrected_H_0001_T30         0.159    0.110603
 complex.1_3_33_corrected_H_0001_T30         0.164    0.181900
 complex.1_3_40_corrected_H_0001_T30         0.189    0.111456
 complex.1_3_45_corrected_H_0001_T30         0.134    0.109519
 complex.1_3_46_corrected_H_0001_T30         0.142    0.109225
 complex.1_3_47_corrected_H_0001_T30         0.171    0.158322
 complex.1_4_32_corrected_H_0001_T30         0.276    0.111873
 complex.1_4_41_corrected_H_0001_T30         0.302    0.149866
 complex.1_5_10_corrected_H_0001_T30         0.167    0.110796
 complex.1_5_17_corrected_H_0001_T30         0.192    0.154307
  complex.1_5_1_corrected_H_0001_T30         0.241    0.118764
 complex.1_5_29_corrected_H_0001_T30         0.185    0.111526
 complex.1_5_34_corrected_H_0001_T30         0.214    0.142585
  complex.1_5_9_corrected_H_0001_T30         0.146    0.111044
 complex.1_6_15_corrected_H_0001_T30         0.172    0.121538
 complex.1_6_21_corrected_H_0001_T30         0.489    0.128297
 complex.1_6_29_corrected_H_0001_T30         0.280    0.113334
  complex.1_6_6_corrected_H_0001_T30         0.327    0.156368
 complex.1_7_12_corrected_H_0001_T30         0.307    0.152321
 complex.1_7_21_corrected_H_0001_T30         0.310    0.115395
 complex.1_7_27_corrected_H_0001_T30         0.348    0.155236
 complex.1_7_34_corrected_H_0001_T30         0.293    0.127201
 complex.1_7_39_corrected_H_0001_T30         0.309    0.113160
 complex.1_8_10_corrected_H_0001_T30         0.336    0.112336
 complex.1_8_14_corrected_H_0001_T30         0.356    0.150365
 complex.1_8_23_corrected_H_0001_T30         0.462    0.144801
 complex.1_8_27_corrected_H_0001_T30         0.536    0.135177
 complex.1_8_40_corrected_H_0001_T30         0.826    0.159793
 complex.1_8_48_corrected_H_0001_T30         0.474    0.116266
  complex.1_9_0_corrected_H_0001_T30         0.400    0.113550
 complex.1_9_12_corrected_H_0001_T30         0.427    0.141281
 complex.2_0_10_corrected_H_0001_T30         0.027    0.141564
 complex.2_0_12_corrected_H_0001_T30         0.008    0.158985
 complex.2_0_20_corrected_H_0001_T30         0.014    0.131556
 complex.2_0_37_corrected_H_0001_T30         0.012    0.153916
 complex.2_0_44_corrected_H_0001_T30         0.011    0.113549
  complex.2_0_4_corrected_H_0001_T30         0.025    0.114292
complex.2_10_18_corrected_H_0001_T30         0.522    0.137871
complex.2_10_28_corrected_H_0001_T30         0.463    0.165220
complex.2_10_47_corrected_H_0001_T30         0.483    0.161431
complex.2_10_48_corrected_H_0001_T30         0.512    0.152672
complex.2_11_22_corrected_H_0001_T30         0.842    0.162929
complex.2_11_27_corrected_H_0001_T30         0.690    0.155211
complex.2_11_36_corrected_H_0001_T30         0.733    0.133585
complex.2_11_46_corrected_H_0001_T30         0.898    0.151365
complex.2_12_26_corrected_H_0001_T30         0.798    0.127278
complex.2_12_27_corrected_H_0001_T30         0.912    0.169560
complex.2_12_32_corrected_H_0001_T30         0.702    0.154932
complex.2_12_35_corrected_H_0001_T30         0.757    0.155767
complex.2_12_40_corrected_H_0001_T30         0.879    0.159671
complex.2_12_41_corrected_H_0001_T30         0.581    0.116439
complex.2_13_13_corrected_H_0001_T30         0.890    0.163806
complex.2_13_19_corrected_H_0001_T30         0.868    0.169430
 complex.2_13_2_corrected_H_0001_T30         0.801    0.148025
complex.2_13_32_corrected_H_0001_T30         0.816    0.169483
complex.2_13_44_corrected_H_0001_T30         0.661    0.184810
complex.2_14_28_corrected_H_0001_T30         0.852    0.169701
complex.2_14_42_corrected_H_0001_T30         0.691    0.165557
complex.2_14_47_corrected_H_0001_T30         0.864    0.161709
 complex.2_14_7_corrected_H_0001_T30         0.788    0.156481
 complex.2_14_8_corrected_H_0001_T30         0.658    0.157487
 complex.2_15_0_corrected_H_0001_T30         0.791    0.143584
complex.2_15_14_corrected_H_0001_T30         0.866    0.163379
complex.2_15_27_corrected_H_0001_T30         0.886    0.161437
complex.2_15_30_corrected_H_0001_T30         0.865    0.168417
complex.2_15_41_corrected_H_0001_T30         0.763    0.158937
complex.2_15_47_corrected_H_0001_T30         0.874    0.129165
complex.2_16_16_corrected_H_0001_T30         0.880    0.157892
complex.2_16_19_corrected_H_0001_T30         0.814    0.163128
complex.2_16_23_corrected_H_0001_T30         0.830    0.164033
 complex.2_16_2_corrected_H_0001_T30         0.854    0.133411
complex.2_16_42_corrected_H_0001_T30         0.789    0.161000
complex.2_16_43_corrected_H_0001_T30         0.770    0.161706
complex.2_16_45_corrected_H_0001_T30         0.807    0.162539
complex.2_17_16_corrected_H_0001_T30         0.914    0.166523
complex.2_17_21_corrected_H_0001_T30         0.882    0.163101
complex.2_17_30_corrected_H_0001_T30         0.894    0.163473
complex.2_17_33_corrected_H_0001_T30         0.897    0.163000
complex.2_17_34_corrected_H_0001_T30         0.916    0.157777
complex.2_18_14_corrected_H_0001_T30         0.854    0.163411
complex.2_18_20_corrected_H_0001_T30         0.920    0.160356
complex.2_18_28_corrected_H_0001_T30         0.846    0.164897
complex.2_18_32_corrected_H_0001_T30         0.917    0.163408
complex.2_18_34_corrected_H_0001_T30         0.929    0.162965
 complex.2_1_17_corrected_H_0001_T30         0.108    0.110594
 complex.2_1_29_corrected_H_0001_T30         0.070    0.120807
 complex.2_1_41_corrected_H_0001_T30         0.055    0.107047
 complex.2_1_45_corrected_H_0001_T30         0.065    0.167077
  complex.2_1_9_corrected_H_0001_T30         0.072    0.145991
  complex.2_2_1_corrected_H_0001_T30         0.152    0.111620
  complex.2_2_2_corrected_H_0001_T30         0.145    0.108623
 complex.2_2_31_corrected_H_0001_T30         0.078    0.114231
 complex.2_2_35_corrected_H_0001_T30         0.109    0.130180
 complex.2_2_41_corrected_H_0001_T30         0.074    0.112339
 complex.2_2_44_corrected_H_0001_T30         0.147    0.113164
  complex.2_2_4_corrected_H_0001_T30         0.060    0.124452
  complex.2_3_0_corrected_H_0001_T30         0.207    0.112218
 complex.2_3_29_corrected_H_0001_T30         0.149    0.158781
  complex.2_3_2_corrected_H_0001_T30         0.180    0.158262
 complex.2_3_32_corrected_H_0001_T30         0.199    0.112770
 complex.2_4_10_corrected_H_0001_T30         0.217    0.110705
 complex.2_4_22_corrected_H_0001_T30         0.196    0.143767
 complex.2_4_29_corrected_H_0001_T30         0.221    0.111690
 complex.2_4_34_corrected_H_0001_T30         0.154    0.112999
 complex.2_5_16_corrected_H_0001_T30         0.178    0.113999
 complex.2_5_19_corrected_H_0001_T30         0.202    0.127460
  complex.2_5_2_corrected_H_0001_T30         0.432    0.114075
 complex.2_5_37_corrected_H_0001_T30         0.345    0.157451
  complex.2_5_7_corrected_H_0001_T30         0.250    0.207990
 complex.2_6_23_corrected_H_0001_T30         0.240    0.161381
 complex.2_6_35_corrected_H_0001_T30         0.288    0.160663
 complex.2_6_45_corrected_H_0001_T30         0.326    0.114864
 complex.2_7_46_corrected_H_0001_T30         0.290    0.116333
 complex.2_8_12_corrected_H_0001_T30         0.379    0.115749
 complex.2_8_18_corrected_H_0001_T30         0.323    0.120544
 complex.2_8_20_corrected_H_0001_T30         0.380    0.142926
 complex.2_8_25_corrected_H_0001_T30         0.403    0.116614
 complex.2_8_36_corrected_H_0001_T30         0.516    0.121055
 complex.2_8_45_corrected_H_0001_T30         0.421    0.112212
 complex.2_9_14_corrected_H_0001_T30         0.433    0.114518
  complex.2_9_1_corrected_H_0001_T30         0.524    0.137935
 complex.2_9_36_corrected_H_0001_T30         0.521    0.153439
 complex.2_9_39_corrected_H_0001_T30         0.449    0.117291
 complex.3_0_26_corrected_H_0001_T30         0.033    0.132655
  complex.3_0_3_corrected_H_0001_T30         0.042    0.109140
  complex.3_0_5_corrected_H_0001_T30         0.024    0.105301
  complex.3_0_9_corrected_H_0001_T30         0.014    0.120363
complex.3_10_14_corrected_H_0001_T30         0.503    0.172167
complex.3_10_23_corrected_H_0001_T30         0.618    0.116204
complex.3_10_37_corrected_H_0001_T30         0.455    0.146507
 complex.3_10_5_corrected_H_0001_T30         0.443    0.145919
complex.3_11_23_corrected_H_0001_T30         0.876    0.157012
complex.3_11_28_corrected_H_0001_T30         0.627    0.136927
 complex.3_11_2_corrected_H_0001_T30         0.716    0.165037
complex.3_11_30_corrected_H_0001_T30         0.703    0.159627
complex.3_11_37_corrected_H_0001_T30         0.833    0.153805
complex.3_11_38_corrected_H_0001_T30         0.563    0.135116
 complex.3_11_5_corrected_H_0001_T30         0.888    0.159012
complex.3_12_17_corrected_H_0001_T30         0.845    0.162617
complex.3_12_18_corrected_H_0001_T30         0.727    0.157859
complex.3_12_37_corrected_H_0001_T30         0.647    0.153215
complex.3_12_48_corrected_H_0001_T30         0.775    0.156535
 complex.3_12_9_corrected_H_0001_T30         0.674    0.147693
 complex.3_13_0_corrected_H_0001_T30         0.834    0.140243
complex.3_13_25_corrected_H_0001_T30         0.853    0.120957
complex.3_13_42_corrected_H_0001_T30         0.784    0.164928
complex.3_14_35_corrected_H_0001_T30         0.657    0.187012
complex.3_14_36_corrected_H_0001_T30         0.734    0.156478
complex.3_15_15_corrected_H_0001_T30         0.843    0.160364
complex.3_15_23_corrected_H_0001_T30         0.883    0.160955
complex.3_15_28_corrected_H_0001_T30         0.842    0.141025
complex.3_15_36_corrected_H_0001_T30         0.878    0.152761
complex.3_15_40_corrected_H_0001_T30         0.831    0.162589
complex.3_16_13_corrected_H_0001_T30         0.798    0.156875
 complex.3_16_1_corrected_H_0001_T30         0.856    0.166337
complex.3_16_25_corrected_H_0001_T30         0.892    0.155838
complex.3_16_28_corrected_H_0001_T30         0.880    0.163675
complex.3_16_36_corrected_H_0001_T30         0.892    0.165150
complex.3_16_39_corrected_H_0001_T30         0.832    0.162626
complex.3_16_48_corrected_H_0001_T30         0.888    0.158253
complex.3_17_18_corrected_H_0001_T30         0.884    0.161438
 complex.3_17_1_corrected_H_0001_T30         0.877    0.159930
complex.3_17_22_corrected_H_0001_T30         0.898    0.160752
complex.3_17_32_corrected_H_0001_T30         0.913    0.154516
complex.3_17_41_corrected_H_0001_T30         0.887    0.153946
complex.3_17_48_corrected_H_0001_T30         0.901    0.156352
complex.3_18_17_corrected_H_0001_T30         0.838    0.160483
complex.3_18_23_corrected_H_0001_T30         0.904    0.156492
complex.3_18_26_corrected_H_0001_T30         0.921    0.147414
 complex.3_1_14_corrected_H_0001_T30         0.061    0.126098
 complex.3_1_16_corrected_H_0001_T30         0.085    0.137453
 complex.3_1_28_corrected_H_0001_T30         0.046    0.121909
 complex.3_1_34_corrected_H_0001_T30         0.062    0.110440
 complex.3_1_35_corrected_H_0001_T30         0.034    0.107542
 complex.3_1_42_corrected_H_0001_T30         0.109    0.118290
 complex.3_1_43_corrected_H_0001_T30         0.120    0.139883
 complex.3_1_47_corrected_H_0001_T30         0.054    0.135489
 complex.3_2_10_corrected_H_0001_T30         0.117    0.108903
 complex.3_2_18_corrected_H_0001_T30         0.100    0.125602
 complex.3_2_23_corrected_H_0001_T30         0.086    0.109740
 complex.3_3_13_corrected_H_0001_T30         0.165    0.111470
 complex.3_3_18_corrected_H_0001_T30         0.144    0.112397
 complex.3_3_36_corrected_H_0001_T30         0.189    0.116818
 complex.3_3_39_corrected_H_0001_T30         0.147    0.116207
 complex.3_3_43_corrected_H_0001_T30         0.161    0.112983
  complex.3_3_4_corrected_H_0001_T30         0.153    0.141397
  complex.3_3_6_corrected_H_0001_T30         0.134    0.115077
 complex.3_4_15_corrected_H_0001_T30         0.239    0.113203
 complex.3_4_16_corrected_H_0001_T30         0.186    0.108619
 complex.3_4_18_corrected_H_0001_T30         0.192    0.191956
 complex.3_4_39_corrected_H_0001_T30         0.239    0.110634
 complex.3_5_13_corrected_H_0001_T30         0.281    0.157125
 complex.3_5_23_corrected_H_0001_T30         0.218    0.111305
 complex.3_5_27_corrected_H_0001_T30         0.171    0.110618
 complex.3_5_31_corrected_H_0001_T30         0.272    0.187240
 complex.3_6_20_corrected_H_0001_T30         0.381    0.115409
 complex.3_6_25_corrected_H_0001_T30         0.257    0.122989
 complex.3_7_16_corrected_H_0001_T30         0.304    0.118421
  complex.3_7_1_corrected_H_0001_T30         0.385    0.122351
 complex.3_7_20_corrected_H_0001_T30         0.374    0.116648
  complex.3_7_3_corrected_H_0001_T30         0.317    0.118703
 complex.3_7_49_corrected_H_0001_T30         0.356    0.114786
  complex.3_7_5_corrected_H_0001_T30         0.286    0.154052
  complex.3_7_7_corrected_H_0001_T30         0.278    0.161456
  complex.3_8_1_corrected_H_0001_T30         0.633    0.139043
 complex.3_8_26_corrected_H_0001_T30         0.315    0.154603
 complex.3_8_32_corrected_H_0001_T30         0.332    0.145206
 complex.3_8_35_corrected_H_0001_T30         0.383    0.115556
 complex.3_8_41_corrected_H_0001_T30         0.321    0.110617
  complex.3_8_6_corrected_H_0001_T30         0.864    0.164354
  complex.3_8_8_corrected_H_0001_T30         0.313    0.148585
 complex.3_9_18_corrected_H_0001_T30         0.483    0.114290
 complex.3_9_35_corrected_H_0001_T30         0.380    0.111363
  complex.3_9_3_corrected_H_0001_T30         0.501    0.114788
 complex.3_9_40_corrected_H_0001_T30         0.575    0.142578
 complex.3_9_47_corrected_H_0001_T30         0.522    0.218668
  complex.3_9_7_corrected_H_0001_T30         0.433    0.118034
  complex.3_9_9_corrected_H_0001_T30         0.883    0.148181
 complex.4_0_32_corrected_H_0001_T30         0.029    0.109288
 complex.4_0_33_corrected_H_0001_T30         0.043    0.180336
 complex.4_0_36_corrected_H_0001_T30         0.030    0.110404
complex.4_10_24_corrected_H_0001_T30         0.844    0.161399
complex.4_10_46_corrected_H_0001_T30         0.460    0.112731
complex.4_11_17_corrected_H_0001_T30         0.473    0.113899
complex.4_11_19_corrected_H_0001_T30         0.900    0.160664
complex.4_11_26_corrected_H_0001_T30         0.877    0.152284
complex.4_11_41_corrected_H_0001_T30         0.629    0.161003
complex.4_11_44_corrected_H_0001_T30         0.679    0.160592
complex.4_11_48_corrected_H_0001_T30         0.495    0.113294
 complex.4_11_4_corrected_H_0001_T30         0.625    0.151370
complex.4_12_12_corrected_H_0001_T30         0.835    0.156019
complex.4_12_15_corrected_H_0001_T30         0.794    0.155400
complex.4_12_22_corrected_H_0001_T30         0.664    0.165836
complex.4_12_30_corrected_H_0001_T30         0.910    0.160519
complex.4_12_34_corrected_H_0001_T30         0.895    0.162424
complex.4_13_22_corrected_H_0001_T30         0.874    0.158497
complex.4_13_35_corrected_H_0001_T30         0.660    0.159287
complex.4_13_48_corrected_H_0001_T30         0.847    0.143437
 complex.4_13_4_corrected_H_0001_T30         0.558    0.117545
complex.4_14_12_corrected_H_0001_T30         0.731    0.154795
complex.4_14_15_corrected_H_0001_T30         0.754    0.159466
complex.4_14_27_corrected_H_0001_T30         0.886    0.160713
 complex.4_14_3_corrected_H_0001_T30         0.791    0.169104
complex.4_15_29_corrected_H_0001_T30         0.901    0.151985
complex.4_15_35_corrected_H_0001_T30         0.840    0.154111
complex.4_15_37_corrected_H_0001_T30         0.797    0.161503
 complex.4_15_8_corrected_H_0001_T30         0.785    0.155320
complex.4_16_29_corrected_H_0001_T30         0.903    0.157241
complex.4_16_32_corrected_H_0001_T30         0.879    0.153838
complex.4_16_33_corrected_H_0001_T30         0.877    0.161781
complex.4_16_47_corrected_H_0001_T30         0.796    0.156840
 complex.4_17_0_corrected_H_0001_T30         0.920    0.161285
complex.4_17_19_corrected_H_0001_T30         0.920    0.160749
complex.4_17_27_corrected_H_0001_T30         0.797    0.161381
complex.4_17_44_corrected_H_0001_T30         0.894    0.153935
 complex.4_17_7_corrected_H_0001_T30         0.920    0.159212
complex.4_18_10_corrected_H_0001_T30         0.887    0.158538
complex.4_18_12_corrected_H_0001_T30         0.880    0.161020
complex.4_18_13_corrected_H_0001_T30         0.897    0.161503
complex.4_18_27_corrected_H_0001_T30         0.924    0.158602
complex.4_18_31_corrected_H_0001_T30         0.896    0.160004
 complex.4_1_11_corrected_H_0001_T30         0.057    0.125695
 complex.4_1_23_corrected_H_0001_T30         0.053    0.115836
 complex.4_1_30_corrected_H_0001_T30         0.060    0.109940
 complex.4_2_46_corrected_H_0001_T30         0.134    0.110335
 complex.4_3_15_corrected_H_0001_T30         0.153    0.155850
 complex.4_3_22_corrected_H_0001_T30         0.160    0.162720
 complex.4_3_34_corrected_H_0001_T30         0.172    0.110519
  complex.4_3_9_corrected_H_0001_T30         0.132    0.116531
 complex.4_4_19_corrected_H_0001_T30         0.189    0.111852
 complex.4_4_30_corrected_H_0001_T30         0.204    0.138165
  complex.4_4_3_corrected_H_0001_T30         0.221    0.196163
 complex.4_4_42_corrected_H_0001_T30         0.190    0.109675
 complex.4_4_44_corrected_H_0001_T30         0.202    0.138498
  complex.4_4_6_corrected_H_0001_T30         0.188    0.111980
  complex.4_5_0_corrected_H_0001_T30         0.243    0.155196
 complex.4_5_21_corrected_H_0001_T30         0.217    0.127223
 complex.4_5_22_corrected_H_0001_T30         0.165    0.111718
 complex.4_5_42_corrected_H_0001_T30         0.221    0.153340
